AT1G60410
AT1G63057
AT1G63060
AT1G63070
AT1G63080
AT1G63090
AT1G63100
AT1G63105
AT1G63110
AT1G63120
AT1G63130
AT1G63140
AT1G63150
AT1G63160
AT1G63170
AT1G63180
AT1G63190
AT1G63200
AT1G63205
AT1G63206
AT1G63210
AT1G63220
AT1G63230
AT1G63240
AT1G63245
AT1G63250
AT1G63260
AT1G63270
AT1G63280
AT1G63290
AT1G63295
AT1G63300
AT1G63310
AT1G63320
AT1G63330
AT1G63340
AT1G63350
AT1G63360
AT1G63370
AT1G63380
AT1G63390
AT1G63400
AT1G63410
AT1G63420
AT1G63430
AT1G63440
AT1G63450
AT1G63460
AT1G63470
AT1G63480
AT1G63490
AT1G63500
AT1G63520
AT1G63522
AT1G63530
AT1G63535
AT1G63540
AT1G63550
AT1G63560
AT1G63570
AT1G63580
AT1G63590
AT1G63600
AT1G63610
AT1G63630
AT1G63640
AT1G63650
AT1G63660
AT1G63670
AT1G63680
AT1G63690
AT1G63700
AT1G63710
AT1G63720
AT1G63730
AT1G63740
AT1G63750
AT1G63770
AT1G63780
AT1G63800
AT1G63810
AT1G63820
AT1G63830
AT1G63840
AT1G63850
AT1G63855
AT1G63860
AT1G63870
AT1G63880
AT1G63900
AT1G63910
AT1G63930
AT1G63940
AT1G63950
AT1G63960
AT1G63970
AT1G63980
AT1G63990
AT1G64000
AT1G64010
AT1G64020
AT1G64030
AT1G64040
AT1G64050
AT1G64060
AT1G64065
AT1G64070
AT1G64080
AT1G64090
AT1G64100
AT1G64105
AT1G64107
AT1G64110
AT1G64130
AT1G64140
AT1G64142
AT1G64150
AT1G64160
AT1G64170
AT1G64180
AT1G64185
AT1G64190
AT1G64195
AT1G64200
AT1G64210
AT1G64220
AT1G64230
AT1G64235
AT1G64255
AT1G64260
AT1G64280
AT1G64290
AT1G64295
AT1G64300
AT1G64310
AT1G64320
AT1G64330
AT1G64340
AT1G64350
AT1G64355
AT1G64360
AT1G64370
AT1G64380
AT1G64385
AT1G64390
AT1G64400
AT1G64405
AT1G64430
AT1G64440
AT1G64450
AT1G64460
AT1G64470
AT1G64480
AT1G64490
AT1G64500
AT1G64510
AT1G64520
AT1G64530
AT1G64540
AT1G64550
AT1G64561
AT1G64570
AT1G64580
AT1G64583
AT1G64585
AT1G64590
AT1G64600
AT1G64610
AT1G64620
AT1G64625
AT1G64628
AT1G64630
AT1G64640
AT1G64650
AT1G64660
AT1G64670
AT1G64680
AT1G64690
AT1G64700
AT1G64710
AT1G64720
AT1G64740
AT1G64750
AT1G64760
AT1G64770
AT1G64780
AT1G64790
AT1G64800
AT1G64810
AT1G64820
AT1G64830
AT1G64840
AT1G64850
AT1G64860
AT1G64870
AT1G64880
AT1G64890
AT1G64900
AT1G64910
AT1G64920
AT1G64930
AT1G64940
AT1G64950
AT1G64960
AT1G64970
AT1G64980
AT1G64990
AT1G65000
AT1G65010
AT1G65020
AT1G65030
AT1G65032
AT1G65040
AT1G65050
AT1G65060
AT1G65070
AT1G65080
AT1G65090
AT1G65110
AT1G65113
AT1G65120
AT1G65130
AT1G65140
AT1G65150
AT1G65160
AT1G65170
AT1G65180
AT1G65190
AT1G65200
AT1G65210
AT1G65220
AT1G65230
AT1G65240
AT1G65250
AT1G65260
AT1G65270
AT1G65280
AT1G65290
AT1G65295
AT1G65300
AT1G65310
AT1G65320
AT1G65330
AT1G65340
AT1G65342
AT1G65346
AT1G65350
AT1G65352
AT1G65360
AT1G65370
AT1G65380
AT1G65390
AT1G65410
AT1G65420
AT1G65430
AT1G65440
AT1G65450
AT1G65470
AT1G65480
AT1G65481
AT1G65483
AT1G65484
AT1G65486
AT1G65490
AT1G65500
AT1G65510
AT1G65520
AT1G65540
AT1G65541
AT1G65550
AT1G65560
AT1G65570
AT1G65580
AT1G65590
AT1G65610
AT1G65620
AT1G65630
AT1G65640
AT1G65650
AT1G65660
AT1G65670
AT1G65680
AT1G65681
AT1G65690
AT1G65700
AT1G65710
AT1G65720
AT1G65730
AT1G65740
AT1G65760
AT1G65770
AT1G65780
AT1G65790
AT1G65800
AT1G65810
AT1G65820
AT1G65840
AT1G65845
AT1G65850
AT1G65860
AT1G65870
AT1G65880
AT1G65890
AT1G65900
AT1G65907
AT1G65910
AT1G65920
AT1G65930
AT1G65950
AT1G65960
AT1G65970
AT1G65980
AT1G65985
AT1G65990
AT1G66000
AT1G66020
AT1G66030
AT1G66040
AT1G66045
AT1G66050
AT1G66060
AT1G66070
AT1G66080
AT1G66090
AT1G66100
AT1G66110
AT1G66120
AT1G66130
AT1G66140
AT1G66145
AT1G66150
AT1G66160
AT1G66170
AT1G66180
AT1G66190
AT1G66200
AT1G66210
AT1G66220
AT1G66230
AT1G66235
AT1G66240
AT1G66245
AT1G66250
AT1G66260
AT1G66270
AT1G66280
AT1G66290
AT1G66300
AT1G66310
AT1G66320
AT1G66330
AT1G66340
AT1G66345
AT1G66350
AT1G66360
AT1G66370
AT1G66380
AT1G66390
AT1G66400
AT1G66410
AT1G66420
AT1G66430
AT1G66440
AT1G66450
AT1G66460
AT1G66470
AT1G66475
AT1G66480
AT1G66490
AT1G66500
AT1G66510
AT1G66520
AT1G66530
AT1G66540
AT1G66550
AT1G66553
AT1G66560
AT1G66570
AT1G66580
AT1G66590
AT1G66600
AT1G66610
AT1G66620
AT1G66630
AT1G66640
AT1G66650
AT1G66660
AT1G66670
AT1G66680
AT1G66690
AT1G66700
AT1G66720
AT1G66730
AT1G66740
AT1G66750
AT1G66760
AT1G66770
AT1G66780
AT1G66790
AT1G66800
AT1G66810
AT1G66820
AT1G66830
AT1G66840
AT1G66850
AT1G66852
AT1G66855
AT1G66860
AT1G66870
AT1G66880
AT1G66890
AT1G66900
AT1G66910
AT1G66920
AT1G66930
AT1G66940
AT1G66950
AT1G66960
AT1G66970
AT1G66980
AT1G67000
AT1G67020
AT1G67025
AT1G67030
AT1G67035
AT1G67040
AT1G67050
AT1G67060
AT1G67070
AT1G67080
AT1G67090
AT1G67100
AT1G67110
AT1G67120
AT1G67130
AT1G67140
AT1G67148
AT1G67150
AT1G67160
AT1G67170
AT1G67180
AT1G67190
AT1G67210
AT1G67220
AT1G67230
AT1G67250
AT1G67260
AT1G67265
AT1G67270
AT1G67280
AT1G67290
AT1G67300
AT1G67310
AT1G67320
AT1G67325
AT1G67330
AT1G67340
AT1G67350
AT1G67360
AT1G67370
AT1G67390
AT1G67400
AT1G67410
AT1G67420
AT1G67430
AT1G67440
AT1G67450
AT1G67455
AT1G67460
AT1G67470
AT1G67480
AT1G67490
AT1G67500
AT1G67510
AT1G67520
AT1G67530
AT1G67540
AT1G67550
AT1G67560
AT1G67570
AT1G67580
AT1G67590
AT1G67600
AT1G67620
AT1G67623
AT1G67630
AT1G67635
AT1G67640
AT1G67650
AT1G67660
AT1G67670
AT1G67680
AT1G67690
AT1G67700
AT1G67710
AT1G67720
AT1G67730
AT1G67740
AT1G67750
AT1G67760
AT1G67770
AT1G67775
AT1G67780
AT1G67785
AT1G67790
AT1G67800
AT1G67810
AT1G67820
AT1G67830
AT1G67840
AT1G67850
AT1G67855
AT1G67856
AT1G67860
AT1G67865
AT1G67870
AT1G67875
AT1G67880
AT1G67890
AT1G67900
AT1G67910
AT1G67920
AT1G67930
AT1G67940
AT1G67950
AT1G67960
AT1G67970
AT1G67980
AT1G67990
AT1G68000
AT1G68010
AT1G68020
AT1G68030
AT1G68040
AT1G68050
AT1G68060
AT1G68070
AT1G68080
AT1G68090
AT1G68100
AT1G68110
AT1G68120
AT1G68130
AT1G68140
AT1G68150
AT1G68160
AT1G68170
AT1G68180
AT1G68185
AT1G68190
AT1G68200
AT1G68210
AT1G68220
AT1G68230
AT1G68238
AT1G68240
AT1G68250
AT1G68260
AT1G68270
AT1G68280
AT1G68290
AT1G68300
AT1G68310
AT1G68320
AT1G68330
AT1G68340
AT1G68350
AT1G68360
AT1G68370
AT1G68380
AT1G68390
AT1G68400
AT1G68410
AT1G68420
AT1G68430
AT1G68440
AT1G68450
AT1G68460
AT1G68470
AT1G68480
AT1G68490
AT1G68500
AT1G68510
AT1G68520
AT1G68526
AT1G68530
AT1G68540
AT1G68550
AT1G68552
AT1G68560
AT1G68570
AT1G68580
AT1G68585
AT1G68590
AT1G68600
AT1G68610
AT1G68620
AT1G68630
AT1G68640
AT1G68650
AT1G68660
AT1G68670
AT1G68680
AT1G68690
AT1G68700
AT1G68710
AT1G68720
AT1G68725
AT1G68730
AT1G68740
AT1G68750
AT1G68760
AT1G68765
AT1G68780
AT1G68790
AT1G68795
AT1G68800
AT1G68810
AT1G68820
AT1G68825
AT1G68830
AT1G68840
AT1G68845
AT1G68850
AT1G68862
AT1G68870
AT1G68875
AT1G68880
AT1G68890
AT1G68905
AT1G68907
AT1G68910
AT1G68920
AT1G68930
AT1G68935
AT1G68940
AT1G68945
AT1G68960
AT1G68980
AT1G68990
AT1G69010
AT1G69020
AT1G69030
AT1G69040
AT1G69050
AT1G69060
AT1G69070
AT1G69080
AT1G69090
AT1G69100
AT1G69120
AT1G69150
AT1G69160
AT1G69170
AT1G69180
AT1G69190
AT1G69200
AT1G69210
AT1G69220
AT1G69230
AT1G69240
AT1G69250
AT1G69260
AT1G69270
AT1G69280
AT1G69290
AT1G69295
AT1G69310
AT1G69320
AT1G69325
AT1G69330
AT1G69340
AT1G69350
AT1G69360
AT1G69370
AT1G69380
AT1G69390
AT1G69400
AT1G69410
AT1G69420
AT1G69430
AT1G69440
AT1G69450
AT1G69460
AT1G69470
AT1G69480
AT1G69485
AT1G69490
AT1G69500
AT1G69510
AT1G69520
AT1G69523
AT1G69526
AT1G69530
AT1G69540
AT1G69550
AT1G69560
AT1G69570
AT1G69580
AT1G69588
AT1G69600
AT1G69610
AT1G69620
AT1G69630
AT1G69640
AT1G69650
AT1G69660
AT1G69670
AT1G69680
AT1G69690
AT1G69700
AT1G69710
AT1G69720
AT1G69730
AT1G69740
AT1G69750
AT1G69760
AT1G69770
AT1G69780
AT1G69790
AT1G69800
AT1G69810
AT1G69818
AT1G69820
AT1G69825
AT1G69828
AT1G69830
AT1G69840
AT1G69850
AT1G69860
AT1G69870
AT1G69880
AT1G69890
AT1G69900
AT1G69910
AT1G69920
AT1G69930
AT1G69935
AT1G69940
AT1G69960
AT1G69970
AT1G69980
AT1G69990
AT1G70000
AT1G70020
AT1G70030
AT1G70040
AT1G70060
AT1G70070
AT1G70080
AT1G70090
AT1G70100
AT1G70110
AT1G70120
AT1G70130
AT1G70140
AT1G70150
AT1G70160
AT1G70170
AT1G70180
AT1G70190
AT1G70200
AT1G70209
AT1G70210
AT1G70220
AT1G70230
AT1G70250
AT1G70260
AT1G70270
AT1G70280
AT1G70290
AT1G70300
AT1G70310
AT1G70320
AT1G70330
AT1G70340
AT1G70350
AT1G70360
AT1G70370
AT1G70380
AT1G70390
AT1G70400
AT1G70410
AT1G70420
AT1G70430
AT1G70440
AT1G70450
AT1G70460
AT1G70470
AT1G70480
AT1G70490
AT1G70500
AT1G70505
AT1G70510
AT1G70520
AT1G70530
AT1G70540
AT1G70550
AT1G70560
AT1G70570
AT1G70580
AT1G70590
AT1G70600
AT1G70610
AT1G70620
AT1G70630
AT1G70640
AT1G70650
AT1G70660
AT1G70670
AT1G70680
AT1G70690
AT1G70700
AT1G70710
AT1G70720
AT1G70730
AT1G70740
AT1G70750
AT1G70760
AT1G70770
AT1G70780
AT1G70782
AT1G70790
AT1G70800
AT1G70810
AT1G70820
AT1G70830
AT1G70840
AT1G70850
AT1G70860
AT1G70870
AT1G70880
AT1G70890
AT1G70895
AT1G70900
AT1G70910
AT1G70920
AT1G70940
AT1G70944
AT1G70949
AT1G70950
AT1G70960
AT1G70970
AT1G70980
AT1G70985
AT1G70990
AT1G71000
AT1G71010
AT1G71015
AT1G71020
AT1G71030
AT1G71040
AT1G71050
AT1G71060
AT1G71070
AT1G71080
AT1G71090
AT1G71100
AT1G71110
AT1G71120
AT1G71130
AT1G71140
AT1G71150
AT1G71160
AT1G71170
AT1G71180
AT1G71190
AT1G71200
AT1G71210
AT1G71220
AT1G71230
AT1G71235
AT1G71240
AT1G71250
AT1G71260
AT1G71270
AT1G71280
AT1G71290
AT1G71300
AT1G71310
AT1G71320
AT1G71330
AT1G71340
AT1G71350
AT1G71360
AT1G71370
AT1G71380
AT1G71390
AT1G71400
AT1G71410
AT1G71420
AT1G71430
AT1G71440
AT1G71450
AT1G71460
AT1G71470
AT1G71480
AT1G71490
AT1G71500
AT1G71520
AT1G71530
AT1G71680
AT1G71690
AT1G71691
AT1G71692
AT1G71695
AT1G71696
AT1G71697
AT1G71710
AT1G71720
AT1G71730
AT1G71740
AT1G71750
AT1G71760
AT1G71770
AT1G71780
AT1G71790
AT1G71800
AT1G71810
AT1G71820
AT1G71830
AT1G71840
AT1G71850
AT1G71860
AT1G71865
AT1G71866
AT1G71870
AT1G71880
AT1G71890
AT1G71900
AT1G71910
AT1G71920
AT1G71930
AT1G71940
AT1G71950
AT1G71960
AT1G71970
AT1G71980
AT1G71990
AT1G72000
AT1G72010
AT1G72020
AT1G72030
AT1G72040
AT1G72050
AT1G72060
AT1G72070
AT1G72080
AT1G72090
AT1G72100
AT1G72110
AT1G72120
AT1G72125
AT1G72130
AT1G72140
AT1G72141
AT1G72150
AT1G72160
AT1G72170
AT1G72175
AT1G72180
AT1G72190
AT1G72200
AT1G72210
AT1G72220
AT1G72230
AT1G72240
AT1G72250
AT1G72260
AT1G72270
AT1G72280
AT1G72290
AT1G72300
AT1G72310
AT1G72320
AT1G72330
AT1G72340
AT1G72350
AT1G72360
AT1G72370
AT1G72390
AT1G72410
AT1G72416
AT1G72420
AT1G72430
AT1G72440
AT1G72450
AT1G72460
AT1G72470
AT1G72480
AT1G72490
AT1G72500
AT1G72510
AT1G72520
AT1G72530
AT1G72540
AT1G72550
AT1G72560
AT1G72570
AT1G72580
AT1G72590
AT1G72600
AT1G72610
AT1G72620
AT1G72630
AT1G72640
AT1G72645
AT1G72650
AT1G72660
AT1G72670
AT1G72680
AT1G72690
AT1G72700
AT1G72710
AT1G72720
AT1G72730
AT1G72740
AT1G72750
AT1G72760
AT1G72770
AT1G72790
AT1G72800
AT1G72810
AT1G72820
AT1G72830
AT1G72840
AT1G72850
AT1G72860
AT1G72870
AT1G72880
AT1G72890
AT1G72900
AT1G72910
AT1G72920
AT1G72930
AT1G72940
AT1G72950
AT1G72960
AT1G72970
AT1G72980
AT1G72990
AT1G73000
AT1G73010
AT1G73020
AT1G73030
AT1G73040
AT1G73050
AT1G73060
AT1G73066
AT1G73080
AT1G73090
AT1G73100
AT1G73110
AT1G73120
AT1G73130
AT1G73140
AT1G73150
AT1G73160
AT1G73165
AT1G73170
AT1G73177
AT1G73180
AT1G73190
AT1G73200
AT1G73210
AT1G73220
AT1G73230
AT1G73240
AT1G73250
AT1G73260
AT1G73270
AT1G73280
AT1G73290
AT1G73300
AT1G73310
AT1G73320
AT1G73325
AT1G73330
AT1G73340
AT1G73350
AT1G73360
AT1G73370
AT1G73380
AT1G73390
AT1G73400
AT1G73410
AT1G73430
AT1G73440
AT1G73450
AT1G73460
AT1G73470
AT1G73480
AT1G73490
AT1G73500
AT1G73510
AT1G73530
AT1G73540
AT1G73550
AT1G73560
AT1G73570
AT1G73580
AT1G73590
AT1G73600
AT1G73602
AT1G73603
AT1G73607
AT1G73610
AT1G73620
AT1G73630
AT1G73640
AT1G73650
AT1G73655
AT1G73660
AT1G73670
AT1G73680
AT1G73690
AT1G73700
AT1G73710
AT1G73720
AT1G73730
AT1G73740
AT1G73750
AT1G73760
AT1G73770
AT1G73780
AT1G73790
AT1G73805
AT1G73810
AT1G73820
AT1G73830
AT1G73840
AT1G73850
AT1G73860
AT1G73870
AT1G73875
AT1G73880
AT1G73885
AT1G73890
AT1G73910
AT1G73920
AT1G73930
AT1G73940
AT1G73950
AT1G73960
AT1G73965
AT1G73970
AT1G73980
AT1G73990
AT1G74000
AT1G74010
AT1G74020
AT1G74030
AT1G74040
AT1G74045
AT1G74050
AT1G74055
AT1G74060
AT1G74070
AT1G74080
AT1G74088
AT1G74090
AT1G74100
AT1G74110
AT1G74120
AT1G74130
AT1G74140
AT1G74150
AT1G74160
AT1G74170
AT1G74180
AT1G74190
AT1G74200
AT1G74210
AT1G74220
AT1G74230
AT1G74240
AT1G74250
AT1G74260
AT1G74270
AT1G74280
AT1G74290
AT1G74300
AT1G74310
AT1G74320
AT1G74330
AT1G74340
AT1G74350
AT1G74360
AT1G74370
AT1G74380
AT1G74390
AT1G74400
AT1G74410
AT1G74420
AT1G74430
AT1G74440
AT1G74448
AT1G74450
AT1G74458
AT1G74460
AT1G74470
AT1G74480
AT1G74490
AT1G74500
